lid,graphie,cat,Annotations ontologiques
l167585,cyclophobie,Nf,State
l167611,cyclothymie,Nf,Attribute
l167619,cyclotourisme,Nm,Act
l167621,cyclotouriste,Nf,Person
l167624,cyclotron,Nm,Artifact
l167630,cycloïde,Nf,Artifact
l167648,cylindre,Nm,Artifact
l167675,cymbalier,Nm,Person
l167678,cymbaliste,Nf,Person
l167679,cymbaliste,Nm,Person
l167717,cynique,Nf,Person
l167718,cynique,Nm,Person
l167719,cynisme,Nm,Attribute
l167721,cynocéphale,Nm,Animal
l167722,cynocéphalie,Nf,Attribute
l167733,cynomètre,Nm,Plant
l167740,cynophilie,Nf,Cognition
l167745,cynophobie,Nf,State
l167767,cyphose,Nf,State
l167770,cypressaie,Nf,GroupxPlant
l167786,cyprin,Nm,Animal
l167788,cypriniculture,Nf,Act
l167803,cyprès,Nm,Plant
l167857,cystine,Nf,Substance
l167878,cystoscopie,Nf,Act
l167900,cytisaie,Nf,GroupxPlant
l167902,cytise,Nm,Plant
l167906,cytochimie,Nf,Act;Cognition
l167913,cytologie,Nf,Act;Cognition
l167917,cytolyse,Nf,Act;Event+State
l167922,cytopathie,Nf,State
l167931,cytoplasma,Nm,Substance
l167933,cytoplasme,Nm,Substance
l167964,câblier,Nm,Artifact;Person
l167993,câlinothérapie,Nf,Act
l167996,câpre,Nf,Food
l168016,cèdre,Nm,Plant
l168061,cécité,Nf,State
l168081,cédraie,Nf,GroupxPlant
l168083,cédrateraie,Nf,GroupxPlant
l168085,cédratier,Nm,Plant
l168119,céladon,Nm,Artifact;Person;Attribute;Person
l168160,célibataire,Nm,Person
l168222,cénesthésie,Nf,State
l168229,cénobite,Nm,Animal;Person
l168231,cénobitisme,Nm,Act;Cognition
l168260,céphalalgie,Nf,Event+State
l168285,céphalomètre,Nm,Artifact
l168286,céphalométrie,Nf,Act
l168319,céphalée,Nf,Event+State
l168342,céramographie,Nf,Act;Cognition
l168437,céroplastie,Nf,Act
l168479,céréaliculture,Nf,Act
l168481,céréalier,Nm,Person
l168518,cérémonie,Nf,Act;Event
l168558,césarvillois,Nm,Person
l168559,césarvilloise,Nf,Person
l168592,cétone,Nf,Substance
l168633,côlon,Nm,Body
l168639,cône,Nm,Animal;Artifact;Object;Plant;Substance
l168649,côte,Nf,Body;Object;PartxArtifact
l168673,côtes-du-Rhône,Nm,Food
l168678,côtier,Nm,Artifact;Person
l168694,côté,Nm,Part
l168706,cœlome,Nm,Body
l168712,cœnocyte,Nm,Substance
l168767,dabuche,Nf,Person
l168810,dactyle,Nf,Plant
l168827,dactylo,Nf,Act;Person
l168830,dactylographe,Nf,Person
l168832,dactylographie,Nf,Act
l168837,dactylologie,Nf,Communication
l168844,dactyloscopie,Nf,Act
l168863,dadonvillais,Nm,Person
l168864,dadonvillaise,Nf,Person
l168866,dadonvillois,Nm,Person
l168867,dadonvilloise,Nf,Person
l168912,dagonvillois,Nm,Person
l168913,dagonvilloise,Nf,Person
l168930,daguerréotype,Nm,Artifact
l168954,dahlia,Nm,Plant
l168978,daillancourtois,Nm,Person
l168979,daillancourtoise,Nf,Person
l168982,daillecourtois,Nm,Person
l168983,daillecourtoise,Nf,Person
l168989,daim,Nm,Animal;Food;Substance
l168995,dainvillois,Nm,Person
l168996,dainvilloise,Nf,Person
l169000,daiquiri,Nm,Food
l169003,dais,Nm,Artifact
l169044,dallage,Nm,Act;GroupxArtifact
l169107,damas,Nm,Artifact;Food
l169151,damblainvillais,Nm,Person
l169152,damblainvillaise,Nf,Person
l169159,dame,Nf,Artifact;Person
l169248,damné,Nm,Person
l169270,dampicourtois,Nm,Person
l169271,dampicourtoise,Nf,Person
l169309,damvillais,Nm,Person
l169310,damvillaise,Nf,Person
l169312,damvillois,Nm,Person
l169313,damvilloise,Nf,Person
l169318,daméraucourtois,Nm,Person
l169319,daméraucourtoise,Nf,Person
l169339,dancing,Nm,Institution
l169341,dancourtois,Nm,Person
l169342,dancourtoise,Nf,Person
l169350,dandinement,Nm,Act
l169366,danger,Nm,Event;Tops
l169431,danophone,Nf,Person
l169432,danophone,Nm,Person
l169438,danse,Nf,Act
l169470,danvillois,Nm,Person
l169471,danvilloise,Nf,Person
l169499,dapifer,Nm,Person
l169527,dard,Nm,Animal;Artifact;Body;Plant
l169529,dardanaire,Nm,Person
l169712,dataire,Nm,Person
l169719,datation,Nf,Act;Time
l169725,date,Nf,Time
l169743,datteraie,Nf,GroupxPlant
l169745,dattier,Nm,Plant
l169748,datura,Nm,Plant
l169752,daube,Nf,Artifact;Cognition;Food
l169797,dauphin,Nm,Animal;Person
l169888,daïmi,Nm,Person
l169934,dealer,Nf,Person
l169941,deauvillais,Nm,Person
l169942,deauvillaise,Nf,Person
l169944,deauvillois,Nm,Person
l169945,deauvilloise,Nf,Person
l169970,decazevillien,Nm,Person
l169971,decazevillienne,Nf,Person
l169973,decazevillois,Nm,Person
l169974,decazevilloise,Nf,Person
l170062,delincourtois,Nm,Person
l170063,delincourtoise,Nf,Person
l170110,delta,Nm,Communication;Object;Quantity
l170140,demande,Nf,Act+Cognition;Artifact+Cognition
l170143,demandeur,Nm,Person
l170165,demeurée,Nf,Person
l170210,demi-dieu,Nm,Person
l170221,demi-finale,Nf,Act
l170225,demi-frère,Nm,Person
l170237,demi-journée,Nf,Time
l170239,demi-lieue,Nf,Quantity
l170245,demi-mesure,Nf,Act;Quantity
l170261,demi-pension,Nf,Attribute;Possession;State
l170262,demi-pensionnaire,Nf,Person
l170263,demi-pensionnaire,Nm,Person
l170273,demi-portion,Nf,Person;Quantity
l170303,demi-ton,Nm,Cognition
l170307,demi-vie,Nf,Time
l170349,dendrite,Nf,Person;Substance
l170352,dendrochronologie,Nf,Act;Cognition
l170354,dendrochronologue,Nf,Person
l170361,dendrologie,Nf,Cognition
l170365,dendrologue,Nf,Person
l170368,dendromètre,Nm,Artifact
l170371,dendrométrie,Nf,Act;Cognition
l170378,dendrophobie,Nf,State
l170424,dennevillais,Nm,Person
l170425,dennevillaise,Nf,Person
l170430,denonvillois,Nm,Person
l170431,denonvilloise,Nf,Person
l170439,densimètre,Nm,Artifact
l170440,densimétrie,Nf,Act
l170444,densité,Nf,Attribute;Cognition;Quantity
l170445,dent,Nf,Artifact;Body;Object
l170463,dentelier,Nm,Person
l170469,dentellier,Nm,Person
l170470,dentellière,Nf,Person
l170488,dentifrice,Nm,Substance
l170501,dentiste,Nf,Person
l170504,dentition,Nf,Body
l170509,denture,Nf,Body;GroupxArtifact
l170535,derby,Nm,Act;Artifact
l170566,dermatoglyphe,Nm,Artifact
l170568,dermatographe,Nm,Person
l170569,dermatographie,Nf,Act;Cognition
l170572,dermatologie,Nf,Act;Cognition
l170578,dermatologue,Nf,Person
l170587,dermatophile,Nm,Animal
l170589,dermatophobie,Nf,State
l170590,dermatophyte,Nm,Substance
l170602,derme,Nm,Body
l170610,dermographe,Nm,Artifact;Person
l170611,dermographie,Nf,Act
l170631,dernancourtois,Nm,Person
l170632,dernancourtoise,Nf,Person
l170637,dernier,Nm,Person;Tops
l170660,derviche,Nm,Person
l170697,descente,Nf,Act;Attribute;Event;Object;Artifact
l170714,description,Nf,Act+Cognition
l170726,desiderata,Nm,Group
l170730,design,Nm,Act;Attribute
l170749,desmodonte,Nm,Body
l170776,despote,Nf,Person
l170777,despote,Nm,Person
l170780,despotisme,Nm,Attribute
l170805,dessaisissement,Nm,Act
l170842,dessert,Nm,Food;Time
l170843,desserte,Nf,Act;Artifact
l170898,dessous,Nm,Artifact;Cognition;Part
l170899,dessous-de-bouteille,Nm,Artifact
l170900,dessous-de-bras,Nm,Artifact;Body
l170901,dessous-de-plat,Nm,Artifact
l170902,dessous-de-table,Nm,Possession
l170923,destin,Nm,Event;Phenomenon
l170927,destinataire,Nf,Person
l170928,destinataire,Nm,Person
l170932,destination,Nf,Artifact;Object
l170962,destructeur,Nm,Person
l170967,destruction,Nf,Act;Event
l170982,dette,Nf,Possession
l171001,deuil,Nm,Event+State
l171046,deutéronome,Nm,Artifact+Cognition
l171091,deuxvillois,Nm,Person
l171092,deuxvilloise,Nf,Person
l171098,devancier,Nm,Person
l171101,devant,Nm,PartxConcrete_entity
l171117,devenir,Nm,Time
l171122,devillois,Nm,Person
l171123,devilloise,Nf,Person
l171144,devoir,Nm,Act;Act+Cognition;Artifact+Cognition
l171169,dextre,Nf,Body
l171180,dextrophobie,Nf,State
l171193,deyvillois,Nm,Person
l171194,deyvilloise,Nf,Person
l171219,dharma,Nm,Act;Cognition
l171263,diable,Nm,Person
l171268,diablerie,Nf,Act
l171296,diabète,Nm,State
l171316,diachronie,Nf,Act;Cognition
l171336,diacre,Nm,Person
l171355,diadème,Nm,Animal;Artifact
l171361,diagenèse,Nf,Event
l171364,diagnostic,Nm,Act;Cognition
l171387,diagramme,Nm,Artifact
l171388,diagraphe,Nm,Artifact
l171407,dialecte,Nm,Communication
l171416,dialectologie,Nf,Act;Cognition
l171418,dialectologue,Nf,Person
l171422,dialectophone,Nf,Person
l171423,dialectophone,Nm,Person
l171441,dialogue,Nm,Act+Cognition;Communication
l171455,dialyse,Nf,Act
l171461,diam,Nm,Artifact;Object;Substance
l171464,diamant,Nm,Artifact;Object;Substance
l171469,diamantaire,Nm,Person
l171485,diamètre,Nm,Quantity
l171528,diaphonie,Nf,Phenomenon
l171531,diaphorèse,Nf,Event;Substance
l171537,diaphragme,Nm,Artifact;Body
l171549,diapo,Nf,Artifact
l171551,diaporama,Nm,Artifact+Cognition
l171570,diarrhée,Nf,Event+State;Substance
l171578,diarvillois,Nm,Person
l171579,diarvilloise,Nf,Person
l171581,diascope,Nm,Artifact
l171582,diascopie,Nf,Act
l171590,diaspora,Nf,Act;GroupxPerson
l171599,diastase,Nf,Event;Substance
l171605,diastole,Nf,Event
l171631,diathermie,Nf,Act;Event
l171634,diathèse,Nf,Communication;State
l171643,diatomite,Nf,Substance
l171673,diazépam,Nm,Substance
l171721,dichotomie,Nf,Act;State;Attribute;State
l171786,dictaphone,Nm,Artifact
l171789,dictateur,Nm,Person
l171794,dictature,Nf,Act
l171798,dictionnaire,Nm,Artifact+Cognition;Person
l171821,dictée,Nf,Act;Artifact+Cognition
l171840,didascalie,Nf,Communication
l171921,diencéphale,Nm,Body
l171928,dienvillois,Nm,Person
l171929,dienvilloise,Nf,Person
l171996,diffamation,Nf,Act
l172008,difficulté,Nf,Cognition;Event
l172043,différence,Nf,Attribute;Quantity;Possession
l172064,différentiation,Nf,Act
l172101,digest,Nm,Artifact+Cognition
l172140,diglossie,Nf,Attribute
l172154,dignitaire,Nm,Person
l172164,dignonvillois,Nm,Person
l172165,dignonvilloise,Nf,Person
l172177,digosvillais,Nm,Person
l172178,digosvillaise,Nf,Person
l172191,digressionnaire,Nm,Person
l172195,digue,Nf,Artifact
l172203,digullevillais,Nm,Person
l172204,digullevillaise,Nf,Person
l172262,dilatomètre,Nm,Artifact
l172273,dilemme,Nm,Cognition;Event
l172306,dilution,Nf,Act;Substance
l172312,diluvium,Nm,Object
l172317,dimanche,Nm,Time
l172319,dimanchevillois,Nm,Person
l172320,dimanchevilloise,Nf,Person
l172321,dimanchier,Nm,Person
l172330,dimension,Nf,Attribute
l172349,diminution,Nf,Event
l172373,dimère,Nm,Substance
l172375,dimètre,Nm,Communication
l172400,dinandier,Nm,Person
l172414,dinar,Nm,Possession
l172425,dindon,Nm,Animal;Person;Food;Person
l172436,dine,Nf,Animal
l172454,dingo,Nf,Person
l172462,dingue,Nf,Person
l172463,dingue,Nm,Person
l172502,dintevillois,Nm,Person
l172503,dintevilloise,Nf,Person
l172575,dioptrie,Nf,Quantity
l172582,diorama,Nm,Artifact
l172585,diorite,Nf,Substance
l172644,diphtérie,Nf,State
l172666,diplobionte,Nm,Plant
l172677,diplomate,Nf,Food;Person
l172678,diplomate,Nm,Person
l172680,diplomatie,Nf,Act;Attribute;Cognition
l172690,diplophonie,Nf,State
l172692,diplopie,Nf,State
l172709,diplégie,Nf,Event+State
l172712,diplôme,Nm,Artifact+Cognition
l172719,diplômée,Nf,Person
l172742,diptère,Nm,Animal;Artifact
l172773,direct,Nm,Act;Act+Cognition
l172775,directeur,Nm,Person
l172780,direction,Nf,Act;Artifact;Cognition;Institution
l172787,directive,Nf,Act+Cognition;Artifact+Cognition
l172791,directoire,Nm,Artifact+Cognition;GroupxPerson
l172797,directrice,Nf,Person
l172809,dirigeant,Nm,Person
l172838,disaccharide,Nm,Substance
l172854,discernement,Nm,Attribute
l172862,disciple,Nm,Person
l172883,discobole,Nm,Artifact
l172886,discographie,Nf,Act;Cognition
l172909,discophile,Nf,Person
l172910,discophile,Nm,Person
l172915,discordance,Nf,Attribute;State
l172919,discorde,Nf,Event+State
l172937,discours,Nm,Act+Cognition;Communication
l172953,discrimination,Nf,Act;Cognition
l172956,discrédit,Nm,Event+State
l172973,discussion,Nf,Act+Cognition
l172991,disette,Nf,State
l172995,diseur,Nm,Person
l173004,disgrâce,Nf,Event+State
l173008,disharmonie,Nf,State
l173050,disparate,Nf,Attribute;Event
l173055,disparition,Nf,Event+State
l173058,disparu,Nm,Person
l173071,dispensateur,Nm,Person
l173091,dispersion,Nf,Act;Attribute;State
l173107,dispositif,Nm,Artifact;Cognition
l173108,disposition,Nf,Act;Attribute;Cognition;State
l173112,disproportion,Nf,Attribute
l173132,disquaire,Nm,Institution;Person
l173137,disque,Nm,Artifact;Object;Artifact+Cognition;Object
l173199,dissimulation,Nf,Act
l173229,dissolvant,Nm,Substance
l173241,dissuasion,Nf,Act
l173243,dissyllabe,Nm,Communication
l173246,dissymétrie,Nf,Attribute
l173268,distance,Nf,Attribute;Quantity
l173304,distillerie,Nf,Institution
l173309,distinction,Nf,Act;Attribute
l173344,distributaire,Nm,Person
l173346,distributeur,Nm,Artifact;Person
l173348,distribution,Nf,Act;GroupxPerson;Quantity;State
l173389,dithyrambe,Nm,Act+Cognition
l173423,diurèse,Nf,Event
l173425,diurétique,Nm,Substance
l173430,diva,Nf,Person
l173453,divergence,Nf,Event;State
l173473,diversité,Nf,Attribute;GroupxPerson;State
l173494,divination,Nf,Act
l173506,divinité,Nf,Person
l173521,division,Nf,Act;Cognition;Communication;Institution;Part;Quantity;State
l173523,divisionnaire,Nf,Person
l173524,divisionnaire,Nm,Person
l173607,dixième,Nm,Part;Quantity
l173617,dixvillois,Nm,Person
l173618,dixvilloise,Nf,Person
l173620,dizaine,Nf,Group;Quantity
l173621,dizainier,Nm,Person
l173656,diète,Nf,Act
l173676,diérèse,Nf,Act;Communication
l173722,diœcie,Nf,Plant
l173772,djihad,Nm,Act
l173779,djinn,Nm,Person
l173868,docimologie,Nf,Act;Cognition
l173884,docteur,Nm,Person
l173894,doctorat,Nm,Act
l173904,doctrinaire,Nm,Person
l173909,doctrine,Nf,Cognition
l173915,document,Nm,Artifact+Cognition
l173920,documentaliste,Nf,Person
l173925,documentariste,Nm,Person
l173976,dodécagone,Nm,Artifact
l174002,dodécasyllabe,Nm,Communication
l174042,dogme,Nm,Cognition
l174076,doigt,Nm,Act;Body;PartxArtifact;Quantity
l174081,doigtier,Nm,Artifact;Plant
l174112,dolancourtois,Nm,Person
l174113,dolancourtoise,Nf,Person
l174130,dolcourtois,Nm,Person
l174131,dolcourtoise,Nf,Person
l174154,dolichocéphalie,Nf,State
l174170,dollar,Nm,Artifact;Possession
l174192,dolmen,Nm,Artifact
l174206,dolomite,Nf,Substance
l174239,domaine,Nm,Cognition;GroupxArtifact;Object
l174259,domanier,Nm,Person
l174317,domestique,Nm,Person
l174338,domicile,Nm,Artifact
l174364,domination,Nf,Act;Attribute;State
l174388,domino,Nm,Act;Artifact;Person
l174396,dominotier,Nm,Person;Plant
l174414,dommage,Nm,Event
l174516,don,Nm,Act;Act+Possession;Attribute;Artifact
l174569,doncourtois,Nm,Person
l174570,doncourtoise,Nf,Person
l174579,dondon,Nf,Person
l174614,donjuanisme,Nm,Attribute
l174644,donnevillois,Nm,Person
l174645,donnevilloise,Nf,Person
l174650,donnée,Nf,Cognition
l174672,donvillais,Nm,Person
l174673,donvillaise,Nf,Person
l174707,dopamine,Nf,Substance
l174727,doraphobie,Nf,State
l174916,dos,Nm,Body;PartxArtifact
l174918,dosage,Nm,Act;Quantity
l174922,dose,Nf,Quantity;Substance
l174927,dosimètre,Nm,Artifact
l174928,dosimétrie,Nf,Act;Cognition
l174942,dossainvillois,Nm,Person
l174943,dossainvilloise,Nf,Person
l174957,dossier,Nm,Artifact+Cognition
l174964,dot,Nf,Artifact;Possession
l174970,dotation,Nf,Act+Possession
l175003,douanier,Nm,Person
l175005,douar,Nm,GroupxArtifact;GroupxPerson
l175036,doublage,Nm,Act;Artifact
l175040,double,Nm,Quantity;Tops
l175051,double-clic,Nm,Act
l175082,doublier,Nm,Artifact
l175086,doublon,Nm,Tops
l175093,doublé,Nm,Act
l175160,doudeauvillais,Nm,Person
l175161,doudeauvillaise,Nf,Person
l175163,doudeauvillois,Nm,Person
l175164,doudeauvilloise,Nf,Person
l175166,doudelainvillois,Nm,Person
l175167,doudelainvilloise,Nf,Person
l175169,doudevillais,Nm,Person
l175170,doudevillaise,Nf,Person
l175179,douelle,Nf,Artifact
l175192,douglas,Nm,Plant
l175193,douglaseraie,Nf,GroupxPlant
l175195,douglasseraie,Nf,GroupxPlant
l175207,douillet,Nm,Person
l175212,douillon,Nm,Food;Substance
l175215,doulaincourtois,Nm,Person
l175216,doulaincourtoise,Nf,Person
l175222,douleur,Nf,Event;Feeling
l175304,doute,Nm,Cognition;Feeling
l175325,douvillais,Nm,Person
l175326,douvillaise,Nf,Person
l175329,douvillois,Nm,Person
l175330,douvilloise,Nf,Person
l175350,doux,Nm,Attribute
l175360,douzaine,Nf,Quantity
l175367,douzenier,Nm,Person
l175386,dovillais,Nm,Person
l175387,dovillaise,Nf,Person
l175398,doxa,Nf,Cognition
l175401,doxocrate,Nf,Person
l175402,doxocrate,Nm,Person
l175408,doxologie,Nf,Act+Cognition
l175414,doyen,Nm,Person
l175499,drag,Nm,Act;Person
l175522,dragonne,Nf,Animal;Artifact;Person
l175533,drague,Nf,Act;Artifact
l175585,dramatique,Nf,Cognition
l175592,dramaturge,Nm,Person
l175593,dramaturgie,Nf,Act;Cognition
l175598,drame,Nm,Act;Event;Artifact+Cognition;Event
l175608,drap,Nm,Artifact
l175622,drapier,Nm,Animal;Person
l175682,dreslincourtois,Nm,Person
l175683,dreslincourtoise,Nf,Person
l175725,dribble,Nm,Act
l175738,drille,Nf,Artifact
l175744,drillier,Nm,Person
l175754,drink,Nm,Act;Food
l175758,drisse,Nf,Artifact;Event;Substance
l175760,drive,Nm,Communication;Institution
l175771,drocourtois,Nm,Person
l175772,drocourtoise,Nf,Person
l175781,drogman,Nm,Person
l175784,drogue,Nf,Substance
l175787,droguerie,Nf,Institution
l175788,droguet,Nm,Artifact
l175789,droguetier,Nm,Person
l175794,droguiste,Nm,Person
l175797,droguée,Nf,Person
l175802,droit,Nm,Act;Cognition
l175816,droite,Nf,Act;Institution;Part
l175822,droitier,Nm,Person
l175835,droiture,Nf,Attribute
l175863,dromophobie,Nf,State
l175874,drone,Nm,Artifact
l175883,drop,Nm,Act
l175899,drosophile,Nf,Animal
l175930,drouinier,Nm,Person
l175940,drouvillois,Nm,Person
l175941,drouvilloise,Nf,Person
l175961,drucourtois,Nm,Person
l175962,drucourtoise,Nf,Person
l175981,druide,Nm,Person
l176002,drummondvillois,Nm,Person
l176003,drummondvilloise,Nf,Person
l176078,drôlerie,Nf,Act;Act+Cognition
l176079,drôlesse,Nf,Person
l176081,drôlet,Nm,Person
l176114,dualisme,Nm,Cognition;State
l176116,dualiste,Nf,Person
l176149,duc,Nm,Animal;Person
l176154,ducassier,Nm,Person
l176167,duché,Nm,Artifact
l176172,ducivillerois,Nm,Person
l176173,ducivilleroise,Nf,Person
l176216,duelliste,Nm,Person
l176346,dune,Nf,Object
l176383,duo,Nm,Act+Cognition;Quantity
l176401,duodénum,Nm,Body
l176413,dupe,Nf,Person
l176415,duperie,Nf,Act
l176486,duranvillais,Nm,Person
l176487,duranvillaise,Nf,Person
l176519,durcissement,Nm,Event;State
l176560,durian,Nm,Food;Plant
l176566,durillon,Nm,Object
l176625,durée,Nf,Time
l176650,duvet,Nm,Artifact;Body;Substance
l176669,dyade,Nf,Group
l176688,dynamique,Nf,Cognition
l176692,dynamisme,Nm,Attribute;Cognition
l176697,dynamite,Nf,Substance
l176705,dynamographe,Nm,Artifact
l176708,dynamogénie,Nf,Event
l176712,dynamomètre,Nm,Artifact
l176714,dynamométrie,Nf,Act;Cognition
l176724,dynastie,Nf,GroupxPerson
l176743,dysarthrie,Nf,State
l176748,dyscalculie,Nf,State
l176753,dyschromie,Nf,State
l176760,dyscrasie,Nf,State
l176764,dysembryoplasie,Nf,State
l176767,dysenterie,Nf,State
l176769,dysesthésie,Nf,State
l176773,dysfonctionnement,Nm,Event
l176776,dysgraphie,Nf,State
l176779,dysgénésie,Nf,State
l176781,dysharmonie,Nf,State
l176784,dyshidrose,Nf,Event+State
l176789,dyslalie,Nf,State
l176792,dyslexie,Nf,State
l176802,dysmorphobie,Nf,State
l176803,dysmorphophobie,Nf,State
l176807,dysménorrhée,Nf,State
l176811,dysorthographie,Nf,State
l176816,dyspepsie,Nf,State
l176823,dysphagie,Nf,State
l176825,dysphasie,Nf,State
l176828,dysphonie,Nf,State
l176830,dysphorie,Nf,Feeling;State
l176835,dysplasie,Nf,State
l176837,dyspnée,Nf,State
l176841,dyspondéromorphophobie,Nf,State
l176842,dyspraxie,Nf,Act
l176860,dysthymie,Nf,State
l176863,dystocie,Nf,Event
l176865,dystonie,Nf,State
l176869,dystrophie,Nf,State
l176871,dysurie,Nf,State
l176877,dysérythropoïèse,Nf,State
l177012,débat,Nm,Act+Cognition
l177031,débauchée,Nf,Person
l177100,débitmètre,Nm,Artifact
l177170,débord,Nm,PartxArtifact
l177196,débouché,Nm,Artifact;Object;Cognition;Object
l177295,débrouille,Nf,Act
l177342,début,Nm,Part;Time
l177347,débutant,Nm,Person
l177360,débâcle,Nf,Act;Event
l177437,décagone,Nm,Artifact
l177505,décamètre,Nm,Artifact;Quantity
l177644,décasyllabe,Nm,Communication
l177686,décembre,Nm,Time
l177702,décemvir,Nm,Person
l177707,décennaire,Nm,Act
l177710,décennie,Nf,Time
l177718,décentralisation,Nf,Act;State
l177765,décharge,Nf,Act;Artifact
l177809,déchet,Nm,Artifact;Substance
l177928,décimètre,Nm,Artifact;Quantity
l177952,décision,Nf,Act;Cognition
l177955,décisionnaire,Nm,Person
l177985,déclaration,Nf,Act+Cognition;Cognition
l177993,déclassification,Nf,Act
l178001,déclenche,Nf,Artifact
l178002,déclenchement,Nm,Act
l178116,décoloration,Nf,Act;State
l178174,décompte,Nm,Act;Possession
l178211,décongestion,Nf,Act
l178284,décor,Nm,Artifact
l178348,découple,Nm,Act
l178380,découverte,Nf,Act;Tops
l178406,décret,Nm,Act;Artifact+Cognition
l178452,décroît,Nm,Event
l178459,décrue,Nf,Event
l178527,déculottée,Nf,Act;Event
