rid,lid_1,graph_1,lid_2,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r5002,l146801,charpie,l146803,charpir,Nf,V,conv,X,NA,X,simple,des2as
r5016,l146853,charroi,l146867,charroyer,Nm,V,conv,X,NA,X,simple,des2as
r5017,l146853,charroi,l146867,charroyer,Nm,V,conv,X,conv,X,simple,NA
r5027,l146871,charrue,l146872,charruer,Nf,V,conv,X,conv,X,simple,NA
r5035,l147015,chasse,l147088,chasser,Nf,V,conv,X,conv,X,simple,NA
r5040,l147182,chat,l147318,chatter,Nm,V,conv,X,conv,X,simple,NA
r5054,l147287,chatouille,l147289,chatouiller,Nf,V,conv,X,conv,X,simple,NA
r5068,l147431,chaudron,l147432,chaudronner,Nm,V,conv,X,conv,X,simple,NA
r5075,l147463,chauffe,l147485,chauffer,Nf,V,conv,X,conv,X,simple,NA
r5090,l147561,chaume,l147565,chaumer,Nm,V,conv,X,conv,X,simple,NA
r5103,l147767,chaux,l147525,chauler,Nf,V,conv,X,conv,X,simple,NA
r5108,l147949,chaîne,l147952,chaîner,Nf,V,conv,X,conv,X,simple,NA
r5118,l148108,chemin,l148114,cheminer,Nm,V,conv,X,conv,X,simple,NA
r5123,l148137,chemise,l148138,chemiser,Nf,V,conv,X,conv,X,simple,NA
r5126,l148170,chenal,l148172,chenaler,Nm,V,conv,X,conv,X,simple,NA
r5132,l148302,cherche,l148311,chercher,Nf,V,conv,X,conv,X,simple,NA
r5153,l148516,chevauchée,l148511,chevaucher,Nf,V,conv,X,NA,X,simple,des2as
r5157,l148587,cheville,l148589,cheviller,Nf,V,conv,X,conv,X,simple,NA
r5166,l148670,chevron,l148676,chevronner,Nm,V,conv,X,conv,X,simple,NA
r5180,l148879,chicane,l148881,chicaner,Nf,V,conv,X,conv,X,simple,NA
r5188,l148956,chicot,l148959,chicoter,Nm,V,conv,X,conv,X,simple,NA
r5190,l148986,chien,l149004,chienner,Nm,V,conv,X,conv,X,simple,NA
r5205,l149049,chiffre,l149052,chiffrer,Nm,V,conv,X,conv,X,simple,NA
r5222,l149229,chine,l149231,chiner,Nf,V,conv,X,conv,X,simple,NA
r5241,l149334,chique,l149340,chiquer,Nf,V,conv,X,conv,X,simple,NA
r5243,l149336,chiquenaude,l149337,chiquenauder,Nf,V,conv,X,conv,X,simple,NA
r5252,l149612,chlore,l149614,chlorer,Nm,V,conv,X,conv,X,simple,NA
r5264,l149738,choc,l149953,choquer,Nm,V,conv,X,conv,X,simple,NA
r5276,l149936,chopine,l149937,chopiner,Nf,V,conv,X,conv,X,simple,NA
r5292,l150059,chouan,l150066,chouanner,Nm,V,conv,X,conv,X,simple,NA
r5305,l150159,chourin,l150161,chouriner,Nm,V,conv,X,conv,X,simple,NA
r5320,l150321,chrome,l150325,chromer,Nm,V,conv,X,conv,X,simple,NA
r5378,l150616,chute,l150618,chuter,Nf,V,conv,X,conv,X,simple,NA
r5379,l150616,chute,l149774,choir,Nf,V,conv,X,NA,X,simple,des2as
r5387,l150683,châtaigne,l150685,châtaigner,Nf,V,conv,X,conv,X,simple,NA
r5425,l151247,cible,l151248,cibler,Nf,V,conv,X,conv,X,simple,NA
r5436,l151406,cil,l151428,ciller,Nm,V,conv,X,conv,X,simple,NA
r5441,l151449,ciment,l151453,cimenter,Nm,V,conv,X,conv,X,simple,NA
r5467,l151626,cintre,l151627,cintrer,Nm,V,conv,X,conv,X,simple,NA
r5486,l151778,circonstance,l151783,circonstancier,Nf,V,conv,X,conv,X,simple,NA
r5502,l151864,cire,l151868,cirer,Nf,V,conv,X,conv,X,simple,NA
r5523,l151967,ciseau,l151971,ciseler,Nm,V,conv,X,conv,X,simple,NA
r5579,l152408,clamp,l152411,clamper,Nm,V,conv,X,conv,X,simple,NA
r5589,l152469,clapot,l152473,clapoter,Nm,V,conv,X,conv,X,simple,NA
r5598,l152484,claque,l152498,claquer,Nf,V,conv,X,conv,X,simple,NA
r5618,l152610,classe,l152614,classer,Nf,V,conv,X,conv,X,simple,NA
r5648,l152755,clavette,l152751,claveter,Nf,V,conv,X,conv,X,simple,NA
r5649,l152755,clavette,l152756,clavetter,Nf,V,conv,X,conv,X,simple,NA
r5699,l153169,clisse,l153170,clisser,Nf,V,conv,X,conv,X,simple,NA
r5707,l153229,cloche,l153241,clocher,Nf,V,conv,X,conv,X,simple,NA
r5714,l153265,cloison,l153270,cloisonner,Nf,V,conv,X,conv,X,simple,NA
r5721,l153295,clone,l153296,cloner,Nm,V,conv,X,conv,X,simple,NA
r5729,l153326,cloque,l153328,cloquer,Nf,V,conv,X,conv,X,simple,NA
r5734,l153380,clou,l153390,clouer,Nm,V,conv,X,conv,X,simple,NA
r5735,l153380,clou,l153403,clouter,Nm,V,conv,X,conv,X,simple,NA
r5752,l153437,cloître,l153438,cloîtrer,Nm,V,conv,X,conv,X,simple,NA
r5770,l153871,coach,l153874,coacher,Nm,V,conv,X,conv,X,simple,NA
r5786,l153931,coaltar,l153933,coaltarer,Nm,V,conv,X,conv,X,simple,NA
r5790,l154048,cocarde,l154051,cocarder,Nf,V,conv,X,conv,X,simple,NA
r5800,l154113,coche,l154126,cocher,Nf,V,conv,X,conv,X,simple,NA
r5803,l154121,cochenille,l154122,cocheniller,Nf,V,conv,X,conv,X,simple,NA
r5812,l154156,cochon,l154165,cochonner,Nm,V,conv,X,conv,X,simple,NA
r5816,l154208,cocon,l154220,coconner,Nm,V,conv,X,conv,X,simple,NA
r5826,l154301,code,l154308,coder,Nm,V,conv,X,conv,X,simple,NA
r5854,l154457,coffre,l154459,coffrer,Nm,V,conv,X,conv,X,simple,NA
r5870,l154519,cogne,l154524,cogner,Nm,V,conv,X,conv,X,simple,NA
r5890,l154645,coiffe,l154647,coiffer,Nf,V,conv,X,conv,X,simple,NA
r5896,l154677,coin,l154679,coincer,Nm,V,conv,X,conv,X,simple,NA
r5925,l154945,collation,l154947,collationner,Nf,V,conv,X,conv,X,simple,NA
r5935,l154956,colle,l154994,coller,Nf,V,conv,X,conv,X,simple,NA
r5938,l154962,collecte,l154963,collecter,Nf,V,conv,X,conv,X,simple,NA
r5972,l155098,colloque,l155099,colloquer,Nm,V,conv,X,conv,X,simple,NA
r5988,l155379,colophane,l155380,colophaner,Nf,V,conv,X,conv,X,simple,NA
r6012,l155490,coltin,l155492,coltiner,Nm,V,conv,X,conv,X,simple,NA
r6022,l155538,colère,l155556,colérer,Nf,V,conv,X,conv,X,simple,NA
r6024,l155587,combat,l155601,combattre,Nm,V,conv,X,conv,X,simple,NA
r6028,l155631,combinat,l155639,combiner,Nm,V,conv,X,NA,X,simple,des2as
r6033,l155638,combine,l155639,combiner,Nf,V,conv,X,conv,X,simple,NA
r6041,l155663,comble,l155667,combler,Nm,V,conv,X,conv,X,simple,NA
r6048,l155821,commande,l155824,commander,Nf,V,conv,X,conv,X,simple,NA
r6057,l155831,commandite,l155832,commanditer,Nf,V,conv,X,conv,X,simple,NA
r6078,l155905,commerce,l155907,commercer,Nm,V,conv,X,conv,X,simple,NA
r6091,l155955,commission,l155962,commissionner,Nf,V,conv,X,conv,X,simple,NA
r6100,l155999,commotion,l156001,commotionner,Nf,V,conv,X,conv,X,simple,NA
r6136,l156089,commère,l156097,commérer,Nf,V,conv,X,conv,X,simple,NA
r6143,l156136,compagnon,l156141,compagnonner,Nm,V,conv,X,conv,X,simple,NA
r6152,l156175,compartiment,l156178,compartimenter,Nm,V,conv,X,conv,X,simple,NA
r6157,l156184,compas,l156188,compasser,Nm,V,conv,X,conv,X,simple,NA
r6188,l156255,complainte,l156254,complaindre,Nf,V,conv,X,NA,X,simple,des2as
r6190,l156261,complant,l156264,complanter,Nm,V,conv,X,conv,X,simple,NA
r6204,l156306,compliment,l156309,complimenter,Nm,V,conv,X,conv,X,simple,NA
r6206,l156318,complot,l156321,comploter,Nm,V,conv,X,conv,X,simple,NA
r6213,l156332,complément,l156339,complémenter,Nm,V,conv,X,conv,X,simple,NA
r6231,l156400,compost,l156407,composter,Nm,V,conv,X,conv,X,simple,NA
r6243,l156443,compresse,l156444,compresser,Nf,V,conv,X,conv,X,simple,NA
r6261,l156511,compte,l156523,compter,Nm,V,conv,X,conv,X,simple,NA
r6270,l156546,comput,l156551,computer,Nm,V,conv,X,conv,X,simple,NA
r6309,l156708,concept,l156767,concevoir,Nm,V,conv,X,NA,X,simple,des2as
r6320,l156741,concert,l156745,concerter,Nm,V,conv,X,conv,X,simple,NA
r6349,l156890,concordat,l156893,concorder,Nm,V,conv,X,NA,X,simple,des2as
r6364,l156962,concurrence,l156963,concurrencer,Nf,V,conv,X,conv,X,simple,NA
r6376,l157053,condiment,l157056,condimenter,Nm,V,conv,X,conv,X,simple,NA
r6379,l157063,condition,l157069,conditionner,Nf,V,conv,X,conv,X,simple,NA
r6385,l157077,condoléance,l157078,condoléancer,Nf,V,conv,X,conv,X,simple,NA
r6394,l157136,conduit,l157132,conduire,Nm,V,conv,X,conv,X,simple,NA
r6395,l157137,conduite,l157132,conduire,Nf,V,conv,X,NA,X,simple,des2as
r6403,l157173,confection,l157175,confectionner,Nf,V,conv,X,conv,X,simple,NA
r6411,l157188,confesse,l157189,confesser,Nf,V,conv,X,conv,X,simple,NA
r6426,l157237,confins,l157234,confiner,Nm,V,conv,X,conv,X,simple,NA
r6454,l157336,confort,l157345,conforter,Nm,V,conv,X,conv,X,simple,NA
r6486,l157433,congestion,l157436,congestionner,Nf,V,conv,X,conv,X,simple,NA
r6489,l157449,conglomérat,l157454,conglomérer,Nm,V,conv,X,NA,X,simple,des2as
r6506,l157531,congé,l157535,congédier,Nm,V,conv,X,conv,X,simple,NA
r6524,l157608,conjecture,l157610,conjecturer,Nf,V,conv,X,conv,X,simple,NA
r6566,l157843,conquête,l157844,conquêter,Nf,V,conv,X,conv,X,simple,NA
r6567,l157843,conquête,l157841,conquérir,Nf,V,conv,X,NA,X,simple,des2as
r6571,l157883,conseil,l157890,conseiller,Nm,V,conv,X,conv,X,simple,NA
r6603,l157922,conserve,l157923,conserver,Nf,V,conv,X,conv,X,simple,NA
r6616,l157939,consigne,l157940,consigner,Nf,V,conv,X,conv,X,simple,NA
r6654,l158065,constat,l158069,constater,Nm,V,conv,X,conv,X,simple,NA
r6692,l158177,consulte,l158178,consulter,Nm,V,conv,X,conv,X,simple,NA
r6701,l158215,contact,l158216,contacter,Nm,V,conv,X,conv,X,simple,NA
r6704,l158225,contagion,l158229,contagionner,Nf,V,conv,X,conv,X,simple,NA
r6712,l158262,conte,l158312,conter,Nm,V,conv,X,conv,X,simple,NA
r6741,l158330,conteste,l158331,contester,Nf,V,conv,X,conv,X,simple,NA
r6750,l158386,contingent,l158390,contingenter,Nm,V,conv,X,conv,X,simple,NA
r6761,l158423,contorsion,l158425,contorsionner,Nf,V,conv,X,conv,X,simple,NA
r6765,l158430,contour,l158436,contourner,Nm,V,conv,X,conv,X,simple,NA
r6779,l158490,contrainte,l158488,contraindre,Nf,V,conv,X,NA,X,simple,des2as
r6786,l158531,contraste,l158533,contraster,Nm,V,conv,X,conv,X,simple,NA
r6787,l158536,contrat,l158453,contracter,Nm,V,conv,X,conv,X,simple,NA
r6789,l158550,contre,l159076,contrer,Nm,V,conv,X,conv,X,simple,NA
r6790,l158570,contre-attaque,l158571,contre-attaquer,Nf,V,conv,X,conv,X,simple,NA
r6795,l158935,contrebande,l158936,contrebander,Nf,V,conv,X,conv,X,simple,NA
r6798,l158955,contrecarre,l158957,contrecarrer,Nm,V,conv,X,conv,X,simple,NA
r6809,l159019,contremarque,l159020,contremarquer,Nf,V,conv,X,conv,X,simple,NA
r6813,l159044,contrepet,l159073,contrepéter,Nm,V,conv,X,conv,X,simple,NA
r6820,l159087,contreseing,l159094,contresigner,Nm,V,conv,X,conv,X,simple,NA
r6824,l159107,contretype,l159108,contretyper,Nm,V,conv,X,conv,X,simple,NA
r6841,l159183,controverse,l159185,controverser,Nf,V,conv,X,conv,X,simple,NA
r6842,l159204,contrôle,l159207,contrôler,Nm,V,conv,X,conv,X,simple,NA
r6849,l159226,contusion,l159228,contusionner,Nf,V,conv,X,conv,X,simple,NA
r6877,l159363,convoi,l159389,convoyer,Nm,V,conv,X,conv,X,simple,NA
r6886,l159373,convol,l159375,convoler,Nm,V,conv,X,conv,X,simple,NA
r6922,l159491,copain,l159575,copiner,Nm,V,conv,X,conv,X,simple,NA
r6924,l159505,copartage,l159509,copartager,Nm,V,conv,X,conv,X,simple,NA
r6932,l159555,copie,l159557,copier,Nf,V,conv,X,conv,X,simple,NA
r6955,l159706,coq,l159776,coqueter,Nm,V,conv,X,conv,X,simple,NA
r6981,l160080,corde,l160087,cordeler,Nf,V,conv,X,conv,X,simple,NA
r6982,l160080,corde,l160101,corder,Nf,V,conv,X,conv,X,simple,NA
r7000,l160354,cornac,l160373,cornaquer,Nm,V,conv,X,conv,X,simple,NA
r7007,l160384,corne,l160422,corner,Nf,V,conv,X,conv,X,simple,NA
r7013,l160414,cornemuse,l160415,cornemuser,Nf,V,conv,X,conv,X,simple,NA
r7045,l160685,corps,l160884,corser,Nm,V,conv,X,conv,X,simple,NA
r7069,l160787,corroi,l160814,corroyer,Nm,V,conv,X,conv,X,simple,NA
r7088,l160848,corrélat,l160854,corréler,Nm,V,conv,X,NA,X,simple,des2as
r7103,l160984,cortège,l160985,cortéger,Nm,V,conv,X,conv,X,simple,NA
r7128,l161206,cosmétique,l161207,cosmétiquer,Nm,V,conv,X,conv,X,simple,NA
r7134,l161334,costume,l161335,costumer,Nm,V,conv,X,conv,X,simple,NA
r7142,l161365,cote,l161389,coter,Nf,V,conv,X,conv,X,simple,NA
r7151,l161440,coton,l161453,cotonner,Nm,V,conv,X,conv,X,simple,NA
r7159,l161557,couard,l161562,couarder,Nm,V,conv,X,conv,X,simple,NA
r7165,l161600,couche,l161616,coucher,Nf,V,conv,X,conv,X,simple,NA
r7166,l161615,coucher,l161616,coucher,Nm,V,conv,X,conv,X,simple,NA
r7175,l161694,coude,l161704,couder,Nm,V,conv,X,conv,X,simple,NA
r7200,l161919,couleur,l155408,colorer,Nf,V,conv,X,conv,X,simple,NA
r7205,l161951,coulisse,l161954,coulisser,Nf,V,conv,X,conv,X,simple,NA
r7210,l162037,coulée,l161916,couler,Nf,V,conv,X,NA,X,simple,des2as
r7217,l162081,coupe,l162136,couper,Nf,V,conv,X,conv,X,simple,NA
r7236,l162170,couple,l162173,coupler,Nf,V,conv,X,conv,X,simple,NA
r7237,l162171,couple,l162173,coupler,Nm,V,conv,X,conv,X,simple,NA
r7254,l162276,courbature,l162278,courbaturer,Nf,V,conv,X,conv,X,simple,NA
r7271,l162557,couronne,l162559,couronner,Nf,V,conv,X,conv,X,simple,NA
r7278,l162638,course,l162471,courir,Nf,V,conv,X,NA,X,simple,des2as
r7279,l162638,course,l162644,courser,Nf,V,conv,X,conv,X,simple,NA
r7305,l162921,cousin,l162930,cousiner,Nm,V,conv,X,conv,X,simple,NA
r7314,l163020,couteau,l163030,couteler,Nm,V,conv,X,conv,X,simple,NA
r7333,l163146,couverte,l163203,couvrir,Nf,V,conv,X,NA,X,simple,des2as
r7348,l163422,coït,l163425,coïter,Nm,V,conv,X,conv,X,simple,NA
r7350,l163426,coût,l163431,coûter,Nm,V,conv,X,conv,X,simple,NA
r7355,l163470,crachat,l163473,cracher,Nm,V,conv,X,NA,X,simple,des2as
r7372,l163551,crainte,l163544,craindre,Nf,V,conv,X,NA,X,simple,des2as
r7380,l163630,crampon,l163633,cramponner,Nm,V,conv,X,conv,X,simple,NA
r7386,l163641,cran,l163708,cranter,Nm,V,conv,X,conv,X,simple,NA
r7394,l163727,crapahut,l163729,crapahuter,Nm,V,conv,X,conv,X,simple,NA
r7396,l163731,crapaud,l163762,crapoter,Nm,V,conv,X,conv,X,simple,NA
r7405,l163783,crapule,l163784,crapuler,Nf,V,conv,X,conv,X,simple,NA
r7410,l163797,craque,l163811,craquer,Nf,V,conv,X,conv,X,simple,NA
r7428,l163835,crash,l163836,crasher,Nm,V,conv,X,conv,X,simple,NA
r7429,l163860,crasse,l163862,crasser,Nf,V,conv,X,conv,X,simple,NA
r7437,l163936,cravache,l163937,cravacher,Nf,V,conv,X,conv,X,simple,NA
r7439,l163950,cravate,l163952,cravater,Nf,V,conv,X,conv,X,simple,NA
r7441,l163967,crawl,l163969,crawler,Nm,V,conv,X,conv,X,simple,NA
r7469,l164244,cri,l164323,crier,Nm,V,conv,X,conv,X,simple,NA
r7479,l164270,crible,l164272,cribler,Nm,V,conv,X,conv,X,simple,NA
r7497,l164408,crique,l164418,criquer,Nf,V,conv,X,conv,X,simple,NA
r7498,l164438,crise,l164442,criser,Nf,V,conv,X,conv,X,simple,NA
r7510,l164572,critique,l164574,critiquer,Nf,V,conv,X,conv,X,simple,NA
r7511,l164573,critique,l164574,critiquer,Nm,V,conv,X,conv,X,simple,NA
r7518,l164591,criée,l164323,crier,Nf,V,conv,X,NA,X,simple,des2as
r7525,l164619,croc,l164631,crocher,Nm,V,conv,X,conv,X,simple,NA
r7538,l164780,croisée,l164715,croiser,Nf,V,conv,X,NA,X,simple,des2as
r7539,l164783,croix,l164715,croiser,Nf,V,conv,X,conv,X,simple,NA
r7554,l164968,crosse,l164971,crosser,Nf,V,conv,X,conv,X,simple,NA
r7559,l165033,crotte,l165037,crotter,Nf,V,conv,X,conv,X,simple,NA
r7574,l165114,croustille,l165116,croustiller,Nf,V,conv,X,conv,X,simple,NA
r7580,l165195,croît,l165196,croître,Nm,V,conv,X,conv,X,simple,NA
r7587,l165321,crue,l165196,croître,Nf,V,conv,X,NA,X,simple,des2as
r7613,l165616,crèche,l165694,crécher,Nf,V,conv,X,conv,X,simple,NA
r7614,l165618,crème,l165780,crémer,Nf,V,conv,X,conv,X,simple,NA
r7615,l165626,crève,l164210,crever,Nf,V,conv,X,conv,X,simple,NA
r7623,l165725,crédit,l165729,créditer,Nm,V,conv,X,conv,X,simple,NA
r7638,l165811,créneau,l165814,créneler,Nm,V,conv,X,conv,X,simple,NA
r7644,l165859,créosote,l165860,créosoter,Nf,V,conv,X,conv,X,simple,NA
r7658,l166014,crêpe,l166022,crêper,Nf,V,conv,X,conv,X,simple,NA
r7662,l166032,crête,l166036,crêter,Nf,V,conv,X,conv,X,simple,NA
r7666,l166090,cube,l166093,cuber,Nm,V,conv,X,conv,X,simple,NA
r7678,l166262,cueille,l166273,cueillir,Nf,V,conv,X,conv,X,simple,NA
r7696,l166414,cuisine,l166416,cuisiner,Nf,V,conv,X,conv,X,simple,NA
r7704,l166460,cuite,l166461,cuiter,Nf,V,conv,X,conv,X,simple,NA
r7707,l166466,cuivre,l166467,cuivrer,Nm,V,conv,X,conv,X,simple,NA
r7709,l166485,cul,l166539,culer,Nm,V,conv,X,conv,X,simple,NA
r7714,l166530,culbute,l166532,culbuter,Nf,V,conv,X,conv,X,simple,NA
r7740,l166699,cumul,l166707,cumuler,Nm,V,conv,X,conv,X,simple,NA
r7769,l166891,cure,l166918,curer,Nf,V,conv,X,conv,X,simple,NA
r7780,l167232,cuve,l167235,cuveler,Nf,V,conv,X,conv,X,simple,NA
r7781,l167232,cuve,l167240,cuver,Nf,V,conv,X,conv,X,simple,NA
r7812,l167648,cylindre,l167649,cylindrer,Nm,V,conv,X,conv,X,simple,NA
r7815,l167671,cymbale,l167672,cymbaler,Nf,V,conv,X,conv,X,simple,NA
r7845,l167956,câble,l167958,câbler,Nm,V,conv,X,conv,X,simple,NA
r7851,l167985,câlin,l167988,câliner,Nm,V,conv,X,conv,X,simple,NA
r7881,l168205,cément,l168209,cémenter,Nm,V,conv,X,conv,X,simple,NA
r7903,l168521,cérésine,l168522,cérésiner,Nf,V,conv,X,conv,X,simple,NA
r7909,l168570,césure,l168571,césurer,Nf,V,conv,X,conv,X,simple,NA
r7936,l168919,dague,l168924,daguer,Nf,V,conv,X,conv,X,simple,NA
r7946,l169049,dalle,l169050,daller,Nf,V,conv,X,conv,X,simple,NA
r7950,l169107,damas,l169127,damasser,Nm,V,conv,X,conv,X,simple,NA
r7956,l169159,dame,l169172,damer,Nf,V,conv,X,conv,X,simple,NA
r7970,l169438,danse,l169442,danser,Nf,V,conv,X,conv,X,simple,NA
r7984,l169527,dard,l169542,darder,Nm,V,conv,X,conv,X,simple,NA
r7998,l169725,date,l169726,dater,Nf,V,conv,X,conv,X,simple,NA
r8005,l169752,daube,l169758,dauber,Nf,V,conv,X,conv,X,simple,NA
r8013,l170048,deleatur,l179706,déléaturer,Nm,V,conv,X,conv,X,simple,NA
r8016,l170140,demande,l170141,demander,Nf,V,conv,X,conv,X,simple,NA
r8021,l170160,demeure,l170161,demeurer,Nf,V,conv,X,conv,X,simple,NA
r8035,l170445,dent,l170459,denteler,Nf,V,conv,X,conv,X,simple,NA
r8090,l170842,dessert,l170852,desservir,Nm,V,conv,X,NA,X,simple,des2as
r8091,l170843,desserte,l170852,desservir,Nf,V,conv,X,conv,X,simple,NA
r8100,l170867,dessin,l170875,dessiner,Nm,V,conv,X,conv,X,simple,NA
r8117,l170923,destin,l170935,destiner,Nm,V,conv,X,conv,X,simple,NA
r8126,l170937,destinée,l170935,destiner,Nf,V,conv,X,conv,X,simple,NA
r8151,l171117,devenir,l171118,devenir,Nm,V,conv,X,conv,X,simple,NA
r8160,l171136,devis,l171138,deviser,Nm,V,conv,X,conv,X,simple,NA
r8161,l171137,devise,l171138,deviser,Nf,V,conv,X,conv,X,simple,NA
r8173,l171364,diagnostic,l171373,diagnostiquer,Nm,V,conv,X,conv,X,simple,NA
r8189,l171441,dialogue,l171442,dialoguer,Nm,V,conv,X,conv,X,simple,NA
r8192,l171455,dialyse,l171456,dialyser,Nf,V,conv,X,conv,X,simple,NA
r8196,l171464,diamant,l171470,diamanter,Nm,V,conv,X,conv,X,simple,NA
r8206,l171537,diaphragme,l171538,diaphragmer,Nm,V,conv,X,conv,X,simple,NA
r8232,l171821,dictée,l171795,dicter,Nf,V,conv,X,NA,X,simple,des2as
r8258,l172075,différé,l172073,différer,Nm,V,conv,X,NA,X,simple,des2as
r8274,l172195,digue,l172199,diguer,Nf,V,conv,X,conv,X,simple,NA
r8293,l172330,dimension,l172336,dimensionner,Nf,V,conv,X,conv,X,simple,NA
r8317,l172641,diphtongue,l172642,diphtonguer,Nf,V,conv,X,conv,X,simple,NA
r8327,l172712,diplôme,l172714,diplômer,Nm,V,conv,X,conv,X,simple,NA
r8350,l172870,discipline,l172872,discipliner,Nf,V,conv,X,conv,X,simple,NA
r8363,l172919,discorde,l172920,discorder,Nf,V,conv,X,conv,X,simple,NA
r8365,l172930,discount,l172932,discounter,Nm,V,conv,X,conv,X,simple,NA
r8395,l172998,disgrace,l172999,disgracier,Nm,V,conv,X,conv,X,simple,NA
r8419,l173075,dispense,l173076,dispenser,Nf,V,conv,X,conv,X,simple,NA
r8436,l173126,dispute,l173127,disputer,Nf,V,conv,X,conv,X,simple,NA
r8524,l173293,distil,l173303,distiller,Nm,V,conv,X,conv,X,simple,NA
r8525,l173296,distillat,l173303,distiller,Nm,V,conv,X,NA,X,simple,des2as
r8589,l173546,divorce,l173548,divorcer,Nm,V,conv,X,conv,X,simple,NA
r8598,l173655,dièse,l173687,diéser,Nm,V,conv,X,conv,X,simple,NA
r8622,l173909,doctrine,l173910,doctriner,Nf,V,conv,X,conv,X,simple,NA
r8623,l173915,document,l173928,documenter,Nm,V,conv,X,conv,X,simple,NA
r8634,l173949,dodine,l173951,dodiner,Nf,V,conv,X,conv,X,simple,NA
r8646,l174076,doigt,l174079,doigter,Nm,V,conv,X,conv,X,simple,NA
r8649,l174093,doit,l171145,devoir,Nm,V,conv,X,conv,X,simple,NA
r8668,l174338,domicile,l174345,domicilier,Nm,V,conv,X,conv,X,simple,NA
r8688,l174516,don,l174636,donner,Nm,V,conv,X,conv,X,simple,NA
r8693,l174628,donne,l174636,donner,Nf,V,conv,X,conv,X,simple,NA
r8699,l174711,dope,l174712,doper,Nf,V,conv,X,conv,X,simple,NA
r8728,l174922,dose,l174923,doser,Nf,V,conv,X,conv,X,simple,NA
r8739,l174964,dot,l174972,doter,Nf,V,conv,X,conv,X,simple,NA
r8743,l175000,douane,l175001,douaner,Nf,V,conv,X,conv,X,simple,NA
r8762,l175135,douche,l175136,doucher,Nf,V,conv,X,conv,X,simple,NA
r8768,l175150,douci,l175155,doucir,Nm,V,conv,X,conv,X,simple,NA
r8773,l175203,douille,l175204,douiller,Nf,V,conv,X,conv,X,simple,NA
r8777,l175304,doute,l175305,douter,Nm,V,conv,X,conv,X,simple,NA
r8790,l175505,drageon,l175509,drageonner,Nm,V,conv,X,conv,X,simple,NA
r8794,l175517,dragon,l175524,dragonner,Nm,V,conv,X,conv,X,simple,NA
r8799,l175533,drague,l175535,draguer,Nf,V,conv,X,conv,X,simple,NA
r8804,l175552,drain,l175557,drainer,Nm,V,conv,X,conv,X,simple,NA
r8812,l175608,drap,l175619,draper,Nm,V,conv,X,conv,X,simple,NA
r8818,l175631,drave,l175635,draver,Nf,V,conv,X,conv,X,simple,NA
r8828,l175725,dribble,l175726,dribbler,Nm,V,conv,X,conv,X,simple,NA
r8834,l175760,drive,l175764,driver,Nm,V,conv,X,conv,X,simple,NA
r8837,l175784,drogue,l175786,droguer,Nf,V,conv,X,conv,X,simple,NA
r8873,l176275,duite,l176276,duiter,Nf,V,conv,X,conv,X,simple,NA
r8880,l176413,dupe,l176414,duper,Nf,V,conv,X,conv,X,simple,NA
r8885,l176425,duplex,l176428,duplexer,Nm,V,conv,X,conv,X,simple,NA
r8910,l176625,durée,l176541,durer,Nf,V,conv,X,NA,X,simple,des2as
r8913,l176650,duvet,l176652,duveter,Nm,V,conv,X,conv,X,simple,NA
r8919,l176697,dynamite,l176698,dynamiter,Nf,V,conv,X,conv,X,simple,NA
r9008,l177001,débarras,l177004,débarrasser,Nm,V,conv,X,conv,X,simple,NA
r9010,l177012,débat,l177020,débattre,Nm,V,conv,X,conv,X,simple,NA
r9015,l177022,débauche,l177025,débaucher,Nf,V,conv,X,conv,X,simple,NA
r9031,l177076,débine,l177077,débiner,Nf,V,conv,X,conv,X,simple,NA
r9036,l177088,débit,l177095,débiter,Nm,V,conv,X,conv,X,simple,NA
r9052,l177110,déblai,l177119,déblayer,Nm,V,conv,X,conv,X,simple,NA
r9072,l177170,débord,l177174,déborder,Nm,V,conv,X,NA,X,simple,des2as
r9073,l177170,débord,l177174,déborder,Nm,V,conv,X,conv,X,simple,NA
r9077,l177187,débotté,l177186,débotter,Nm,V,conv,X,NA,X,simple,des2as
r9086,l177196,débouché,l177191,déboucher,Nm,V,conv,X,NA,X,simple,des2as
r9090,l177201,débouilli,l177202,débouillir,Nm,V,conv,X,conv,X,simple,NA
r9109,l177226,débours,l177228,débourser,Nm,V,conv,X,NA,X,simple,des2as
r9134,l177295,débrouille,l177297,débrouiller,Nf,V,conv,X,NA,X,simple,des2as
r9154,l177323,débucher,l177324,débucher,Nm,V,conv,X,conv,X,simple,NA
r9155,l177325,débuché,l177324,débucher,Nm,V,conv,X,NA,X,simple,des2as
r9160,l177342,début,l177351,débuter,Nm,V,conv,X,conv,X,simple,NA
r9169,l177360,débâcle,l177362,débâcler,Nf,V,conv,X,NA,X,simple,des2as
r9170,l177360,débâcle,l177362,débâcler,Nf,V,conv,X,conv,X,simple,NA
r9200,l177487,décalque,l177488,décalquer,Nm,V,conv,X,conv,X,simple,NA
r9288,l177765,décharge,l177770,décharger,Nf,V,conv,X,NA,X,simple,des2as
r9289,l177765,décharge,l177770,décharger,Nf,V,conv,X,conv,X,simple,NA
r9374,l178001,déclenche,l178003,déclencher,Nf,V,conv,X,NA,X,simple,des2as
r9378,l178007,déclic,l178031,décliquer,Nm,V,conv,X,conv,X,simple,NA
